,stimulation,population,feature,time,p.value,FDR
IL246_Th1naive_ERK_V4a,IL246,Th1naive,ERK,V4a,0.945813272,1
PI_CD8Tcm_NFkB_V4a,PI,CD8Tcm,NFkB,V4a,0.945813272,1
PI_CD8Trm_pSTAT6_V4a,PI,CD8Trm,pSTAT6,V4a,0.945813272,1
PI_gdT_ERK_V4a,PI,gdT,ERK,V4a,0.945813272,1
PI_Th2_pSTAT6_V4a,PI,Th2,pSTAT6,V4a,0.945813272,1
LPS_CD56dimCD16pos-NK_STAT5_V4a,LPS,CD56dimCD16pos-NK,STAT5,V4a,0.948592069,1
Unstim_Th1_p38_V4b,Unstim,Th1,p38,V4b,0.948592069,0.980846538
IL246_gdT_STAT3_V4a,IL246,gdT,STAT3,V4a,0.949431903,1
TNFa_CD4Tnaive_STAT3_V4a,TNFa,CD4Tnaive,STAT3,V4a,0.949431903,1
LPS_Treg_CREB_V4a,LPS,Treg,CREB,V4a,0.949513316,1
LPS_Th1naive_STAT5_V4a,LPS,Th1naive,STAT5,V4a,0.95103855,1
Unstim_Th2_p38_V4a,Unstim,Th2,p38,V4a,0.955989544,1
PI_Th1naive_STAT1_V4a,PI,Th1naive,STAT1,V4a,0.958452754,1
Unstim_Bcells_p38_V4a,Unstim,Bcells,p38,V4a,0.959025723,1
Unstim_CD4Tem_STAT3_V4b,Unstim,CD4Tem,STAT3,V4b,0.959025723,0.980846538
IL1B_intMC_NFkB_V4a,IL1B,intMC,NFkB,V4a,0.959278829,1
IL1B_intMC_S6_V4a,IL1B,intMC,S6,V4a,0.959278829,1
IL1B_Th2_NFkB_V4a,IL1B,Th2,NFkB,V4a,0.959278829,1
Unstim_Th1mem_STAT5_V5,Unstim,Th1mem,STAT5,V5,0.960503902,0.999297963
IL1B_CD4Tcm_S6_V4a,IL1B,CD4Tcm,S6,V4a,0.961028558,1
IL1B_CD4Tem_S6_V4a,IL1B,CD4Tem,S6,V4a,0.961028558,1
IL1B_CD4Trm_IkB_V4a,IL1B,CD4Trm,IkB,V4a,0.961028558,1
IL1B_CD56dimCD16pos-NK_Frequency_V4a,IL1B,CD56dimCD16pos-NK,Frequency,V4a,0.961028558,1
IL1B_CD56dimCD16pos-NK_IkB_V4a,IL1B,CD56dimCD16pos-NK,IkB,V4a,0.961028558,1
IL1B_cMC_STAT3_V4a,IL1B,cMC,STAT3,V4a,0.961028558,1
IL1B_Eosino_IkB_V4a,IL1B,Eosino,IkB,V4a,0.961028558,1
IL1B_NK-Tcells_Frequency_V4a,IL1B,NK-Tcells,Frequency,V4a,0.961028558,1
IL1B_Th17_MAPKAPK2_V4a,IL1B,Th17,MAPKAPK2,V4a,0.961028558,1
IL1B_Th2_Frequency_V4a,IL1B,Th2,Frequency,V4a,0.961028558,1
IL246_Th1_CREB_V4a,IL246,Th1,CREB,V4a,0.961028558,1
TNFa_Tregnaive_S6_V4a,TNFa,Tregnaive,S6,V4a,0.961028558,1
LPS_Th1_STAT1_V4a,LPS,Th1,STAT1,V4a,0.961132169,1
Unstim_Baso +++_pSTAT6_V4a,Unstim,Baso +++,pSTAT6,V4a,0.961132169,1
Unstim_Th17_CREB_V4b,Unstim,Th17,CREB,V4b,0.961852787,0.980846538
Unstim_Th17_CREB_V5,Unstim,Th17,CREB,V5,0.961852787,0.999297963
IL246_Tregmem_STAT1_V4a,IL246,Tregmem,STAT1,V4a,0.962138544,1
IFNa_Baso_pSTAT6_V4a,IFNa,Baso,pSTAT6,V4a,0.962626479,1
IFNa_Baso_STAT1_V4a,IFNa,Baso,STAT1,V4a,0.962626479,1
IFNa_Bcells_ERK_V4a,IFNa,Bcells,ERK,V4a,0.962626479,1
IFNa_CD4Trm_CREB_V4a,IFNa,CD4Trm,CREB,V4a,0.962626479,1
IFNa_CD4Trm_Frequency_V4a,IFNa,CD4Trm,Frequency,V4a,0.962626479,1
IFNa_CD8Trm_Frequency_V4a,IFNa,CD8Trm,Frequency,V4a,0.962626479,1
IFNa_gdT_Frequency_V4a,IFNa,gdT,Frequency,V4a,0.962626479,1
IFNa_MDSC_STAT3_V4a,IFNa,MDSC,STAT3,V4a,0.962626479,1
IFNa_NK-Tcells_S6_V4a,IFNa,NK-Tcells,S6,V4a,0.962626479,1
IFNa_Th1naive_Frequency_V4a,IFNa,Th1naive,Frequency,V4a,0.962626479,1
IFNa_Th2_NFkB_V4a,IFNa,Th2,NFkB,V4a,0.962626479,1
IL246_Baso_NFkB_V4a,IL246,Baso,NFkB,V4a,0.962626479,1
IL246_CD4Tcm_S6_V4a,IL246,CD4Tcm,S6,V4a,0.962626479,1
IL246_CD56brightCD16neg-NK_NFkB_V4a,IL246,CD56brightCD16neg-NK,NFkB,V4a,0.962626479,1
IL246_gdT_S6_V4a,IL246,gdT,S6,V4a,0.962626479,1
IL246_Granulocytes_pSTAT6_V4a,IL246,Granulocytes,pSTAT6,V4a,0.962626479,1
IL246_pDC_CREB_V4a,IL246,pDC,CREB,V4a,0.962626479,1
IL246_Tregmem_NFkB_V4a,IL246,Tregmem,NFkB,V4a,0.962626479,1
LPS_CD4Trm_pSTAT6_V4a,LPS,CD4Trm,pSTAT6,V4a,0.962626479,1
LPS_CD8Tnaive_NFkB_V4a,LPS,CD8Tnaive,NFkB,V4a,0.962626479,1
LPS_MDSC_CREB_V4a,LPS,MDSC,CREB,V4a,0.962626479,1
LPS_Th1_NFkB_V4a,LPS,Th1,NFkB,V4a,0.962626479,1
TNFa_Baso_MAPKAPK2_V4a,TNFa,Baso,MAPKAPK2,V4a,0.962626479,1
TNFa_CD56dimCD16pos-NK_NFkB_V4a,TNFa,CD56dimCD16pos-NK,NFkB,V4a,0.962626479,1
TNFa_CD8Tem_STAT5_V4a,TNFa,CD8Tem,STAT5,V4a,0.962626479,1
TNFa_Eosino_ERK_V4a,TNFa,Eosino,ERK,V4a,0.962626479,1
TNFa_Eosino_pSTAT6_V4a,TNFa,Eosino,pSTAT6,V4a,0.962626479,1
TNFa_mDC_IkB_V4a,TNFa,mDC,IkB,V4a,0.962626479,1
TNFa_Th17_Frequency_V4a,TNFa,Th17,Frequency,V4a,0.962626479,1
Unstim_CD4Tnaive_Frequency_V4a,Unstim,CD4Tnaive,Frequency,V4a,0.962626479,1
Unstim_CD8Trm_Frequency_V4a,Unstim,CD8Trm,Frequency,V4a,0.962626479,1
Unstim_MDSC_MAPKAPK2_V4a,Unstim,MDSC,MAPKAPK2,V4a,0.962626479,1
Unstim_Th1naive_NFkB_V4a,Unstim,Th1naive,NFkB,V4a,0.962626479,1
Unstim_CD8Tcm_MAPKAPK2_V4b,Unstim,CD8Tcm,MAPKAPK2,V4b,0.962626479,0.980846538
Unstim_cMC_ERK_V4b,Unstim,cMC,ERK,V4b,0.962626479,0.980846538
Unstim_gdT_IkB_V4b,Unstim,gdT,IkB,V4b,0.962626479,0.980846538
Unstim_Tregnaive_Frequency_V4b,Unstim,Tregnaive,Frequency,V4b,0.962626479,0.980846538
Unstim_CD56brightCD16neg-NK_Frequency_V5,Unstim,CD56brightCD16neg-NK,Frequency,V5,0.962626479,0.999297963
IL1B_Baso_ERK_V4a,IL1B,Baso,ERK,V4a,0.972320106,1
IFNa_Th1naive_IkB_V4a,IFNa,Th1naive,IkB,V4a,0.972891408,1
IFNa_Th1naive_STAT1_V4a,IFNa,Th1naive,STAT1,V4a,0.972891408,1
PI_CD56dimCD16pos-NK_Frequency_V4a,PI,CD56dimCD16pos-NK,Frequency,V4a,0.972891408,1
IL246_Th1mem_STAT1_V4a,IL246,Th1mem,STAT1,V4a,0.973127155,1
IL1B_Granulocytes_STAT5_V4a,IL1B,Granulocytes,STAT5,V4a,0.973668822,1
TNFa_Th1naive_ERK_V4a,TNFa,Th1naive,ERK,V4a,0.980971668,1
PI_Th1_IkB_V4a,PI,Th1,IkB,V4a,0.983669995,1
Unstim_CD8Trm_STAT5_V5,Unstim,CD8Trm,STAT5,V5,0.985904801,1
Unstim_NK-Tcells_STAT5_V4a,Unstim,NK-Tcells,STAT5,V4a,0.986336567,1
IL1B_intMC_IkB_V4a,IL1B,intMC,IkB,V4a,0.98642103,1
IL1B_Th1mem_p38_V4a,IL1B,Th1mem,p38,V4a,0.98642103,1
IL1B_Th2_IkB_V4a,IL1B,Th2,IkB,V4a,0.98642103,1
Unstim_Th1naive_S6_V4b,Unstim,Th1naive,S6,V4b,0.98642103,0.996796315
IFNa_Tregnaive_STAT3_V4a,IFNa,Tregnaive,STAT3,V4a,0.987005105,1
IL1B_Baso_Frequency_V4a,IL1B,Baso,Frequency,V4a,0.987005105,1
IL1B_Baso +++_MAPKAPK2_V4a,IL1B,Baso +++,MAPKAPK2,V4a,0.987005105,1
IL1B_Bcells_Frequency_V4a,IL1B,Bcells,Frequency,V4a,0.987005105,1
IL1B_Bcells_NFkB_V4a,IL1B,Bcells,NFkB,V4a,0.987005105,1
IL1B_CD4Trm_NFkB_V4a,IL1B,CD4Trm,NFkB,V4a,0.987005105,1
IL1B_CD56brightCD16neg-NK_STAT5_V4a,IL1B,CD56brightCD16neg-NK,STAT5,V4a,0.987005105,1
IL1B_CD8Tem_NFkB_V4a,IL1B,CD8Tem,NFkB,V4a,0.987005105,1
IL1B_cMC_Frequency_V4a,IL1B,cMC,Frequency,V4a,0.987005105,1
IL1B_Granulocytes_S6_V4a,IL1B,Granulocytes,S6,V4a,0.987005105,1
IL1B_MDSC_STAT3_V4a,IL1B,MDSC,STAT3,V4a,0.987005105,1
IL1B_Treg_IkB_V4a,IL1B,Treg,IkB,V4a,0.987005105,1
IL1B_Treg_NFkB_V4a,IL1B,Treg,NFkB,V4a,0.987005105,1
IL1B_Tregmem_NFkB_V4a,IL1B,Tregmem,NFkB,V4a,0.987005105,1
IL246_Th1_IkB_V4a,IL246,Th1,IkB,V4a,0.987005105,1
IL246_Th1_pSTAT6_V4a,IL246,Th1,pSTAT6,V4a,0.987005105,1
LPS_intMC_ERK_V4a,LPS,intMC,ERK,V4a,0.987005105,1
Unstim_mDC_p38_V4a,Unstim,mDC,p38,V4a,0.987279953,1
Unstim_Th1mem_STAT3_V4a,Unstim,Th1mem,STAT3,V4a,0.987279953,1
LPS_Tregmem_CREB_V4a,LPS,Tregmem,CREB,V4a,0.987362277,1
Unstim_Th1_STAT5_V5,Unstim,Th1,STAT5,V5,0.987375301,1
IFNa_Bcells_STAT1_V4a,IFNa,Bcells,STAT1,V4a,0.987538145,1
IFNa_CD4Tnaive_STAT1_V4a,IFNa,CD4Tnaive,STAT1,V4a,0.987538145,1
IFNa_CD8Tem_Frequency_V4a,IFNa,CD8Tem,Frequency,V4a,0.987538145,1
IFNa_mDC_STAT3_V4a,IFNa,mDC,STAT3,V4a,0.987538145,1
IFNa_ncMC_NFkB_V4a,IFNa,ncMC,NFkB,V4a,0.987538145,1
IL246_CD56dimCD16pos-NK_Frequency_V4a,IL246,CD56dimCD16pos-NK,Frequency,V4a,0.987538145,1
IL246_Granulocytes_STAT5_V4a,IL246,Granulocytes,STAT5,V4a,0.987538145,1
IL246_intMC_Frequency_V4a,IL246,intMC,Frequency,V4a,0.987538145,1
LPS_Bcells_S6_V4a,LPS,Bcells,S6,V4a,0.987538145,1
LPS_mDC_NFkB_V4a,LPS,mDC,NFkB,V4a,0.987538145,1
LPS_mDC_STAT5_V4a,LPS,mDC,STAT5,V4a,0.987538145,1
TNFa_CD56brightCD16neg-NK_NFkB_V4a,TNFa,CD56brightCD16neg-NK,NFkB,V4a,0.987538145,1
TNFa_CD8Trm_pSTAT6_V4a,TNFa,CD8Trm,pSTAT6,V4a,0.987538145,1
Unstim_Th17_MAPKAPK2_V4b,Unstim,Th17,MAPKAPK2,V4b,0.987538145,0.996796315
Unstim_Eosino_MAPKAPK2_V5,Unstim,Eosino,MAPKAPK2,V5,0.987538145,1
IFNa_CD56dimCD16pos-NK_S6_V4a,IFNa,CD56dimCD16pos-NK,S6,V4a,0.987538145,1
IFNa_Eosino_Frequency_V4a,IFNa,Eosino,Frequency,V4a,0.987538145,1
IFNa_Granulocytes_STAT3_V4a,IFNa,Granulocytes,STAT3,V4a,0.987538145,1
IL246_Baso_STAT5_V4a,IL246,Baso,STAT5,V4a,0.987538145,1
IL246_Baso +++_NFkB_V4a,IL246,Baso +++,NFkB,V4a,0.987538145,1
IL246_CD56brightCD16neg-NK_S6_V4a,IL246,CD56brightCD16neg-NK,S6,V4a,0.987538145,1
IL246_CD56brightCD16neg-NK_STAT3_V4a,IL246,CD56brightCD16neg-NK,STAT3,V4a,0.987538145,1
IL246_gdT_CREB_V4a,IL246,gdT,CREB,V4a,0.987538145,1
IL246_gdT_NFkB_V4a,IL246,gdT,NFkB,V4a,0.987538145,1
IL246_intMC_CREB_V4a,IL246,intMC,CREB,V4a,0.987538145,1
IL246_intMC_IkB_V4a,IL246,intMC,IkB,V4a,0.987538145,1
IL246_mDC_Frequency_V4a,IL246,mDC,Frequency,V4a,0.987538145,1
IL246_MDSC_STAT1_V4a,IL246,MDSC,STAT1,V4a,0.987538145,1
LPS_Baso +++_CREB_V4a,LPS,Baso +++,CREB,V4a,0.987538145,1
LPS_CD4Tcm_STAT5_V4a,LPS,CD4Tcm,STAT5,V4a,0.987538145,1
LPS_Tregnaive_CREB_V4a,LPS,Tregnaive,CREB,V4a,0.987538145,1
TNFa_Baso +++_S6_V4a,TNFa,Baso +++,S6,V4a,0.987538145,1
TNFa_CD56dimCD16pos-NK_MAPKAPK2_V4a,TNFa,CD56dimCD16pos-NK,MAPKAPK2,V4a,0.987538145,1
TNFa_Th17_pSTAT6_V4a,TNFa,Th17,pSTAT6,V4a,0.987538145,1
Unstim_Eosino_pSTAT6_V4a,Unstim,Eosino,pSTAT6,V4a,0.987538145,1
Unstim_Th1naive_IkB_V4a,Unstim,Th1naive,IkB,V4a,0.987538145,1
Unstim_Th1naive_pSTAT6_V4a,Unstim,Th1naive,pSTAT6,V4a,0.987538145,1
Unstim_CD8Trm_MAPKAPK2_V4b,Unstim,CD8Trm,MAPKAPK2,V4b,0.987538145,0.996796315
Unstim_CD4Tcm_STAT5_V5,Unstim,CD4Tcm,STAT5,V5,0.987538145,1
Unstim_Tregmem_MAPKAPK2_V5,Unstim,Tregmem,MAPKAPK2,V5,0.987538145,1
IFNa_CD56brightCD16neg-NK_p38_V4a,IFNa,CD56brightCD16neg-NK,p38,V4a,1,1
IFNa_cMC_NFkB_V4a,IFNa,cMC,NFkB,V4a,1,1
IFNa_intMC_STAT3_V4a,IFNa,intMC,STAT3,V4a,1,1
IFNa_Th1naive_CREB_V4a,IFNa,Th1naive,CREB,V4a,1,1
IL1B_Baso +++_NFkB_V4a,IL1B,Baso +++,NFkB,V4a,1,1
IL1B_Bcells_IkB_V4a,IL1B,Bcells,IkB,V4a,1,1
IL1B_CD4Tcm_ERK_V4a,IL1B,CD4Tcm,ERK,V4a,1,1
IL1B_CD4Tnaive_IkB_V4a,IL1B,CD4Tnaive,IkB,V4a,1,1
IL1B_CD8Trm_CREB_V4a,IL1B,CD8Trm,CREB,V4a,1,1
IL1B_Granulocytes_IkB_V4a,IL1B,Granulocytes,IkB,V4a,1,1
IL1B_Th1_NFkB_V4a,IL1B,Th1,NFkB,V4a,1,1
IL1B_Th1mem_MAPKAPK2_V4a,IL1B,Th1mem,MAPKAPK2,V4a,1,1
IL246_Baso_STAT3_V4a,IL246,Baso,STAT3,V4a,1,1
IL246_CD8Tem_Frequency_V4a,IL246,CD8Tem,Frequency,V4a,1,1
IL246_CD8Tem_MAPKAPK2_V4a,IL246,CD8Tem,MAPKAPK2,V4a,1,1
IL246_MDSC_pSTAT6_V4a,IL246,MDSC,pSTAT6,V4a,1,1
IL246_pDC_MAPKAPK2_V4a,IL246,pDC,MAPKAPK2,V4a,1,1
IL246_Th1_ERK_V4a,IL246,Th1,ERK,V4a,1,1
LPS_CD4Tem_CREB_V4a,LPS,CD4Tem,CREB,V4a,1,1
LPS_CD8Tcm_pSTAT6_V4a,LPS,CD8Tcm,pSTAT6,V4a,1,1
LPS_CD8Tcm_STAT5_V4a,LPS,CD8Tcm,STAT5,V4a,1,1
LPS_CD8Tnaive_S6_V4a,LPS,CD8Tnaive,S6,V4a,1,1
LPS_Granulocytes_S6_V4a,LPS,Granulocytes,S6,V4a,1,1
LPS_intMC_MAPKAPK2_V4a,LPS,intMC,MAPKAPK2,V4a,1,1
PI_CD56brightCD16neg-NK_STAT5_V4a,PI,CD56brightCD16neg-NK,STAT5,V4a,1,1
PI_mDC_STAT3_V4a,PI,mDC,STAT3,V4a,1,1
PI_pDC_pSTAT6_V4a,PI,pDC,pSTAT6,V4a,1,1
PI_Th1mem_ERK_V4a,PI,Th1mem,ERK,V4a,1,1
PI_Th1naive_ERK_V4a,PI,Th1naive,ERK,V4a,1,1
PI_Tregmem_pSTAT6_V4a,PI,Tregmem,pSTAT6,V4a,1,1
TNFa_CD56brightCD16neg-NK_STAT3_V4a,TNFa,CD56brightCD16neg-NK,STAT3,V4a,1,1
TNFa_intMC_ERK_V4a,TNFa,intMC,ERK,V4a,1,1
Unstim_CD4Tem_STAT3_V4a,Unstim,CD4Tem,STAT3,V4a,1,1
Unstim_Th17_CREB_V4a,Unstim,Th17,CREB,V4a,1,1
Unstim_Treg_p38_V4a,Unstim,Treg,p38,V4a,1,1
Unstim_Tregmem_p38_V4a,Unstim,Tregmem,p38,V4a,1,1
Unstim_CD4Tnaive_MAPKAPK2_V4b,Unstim,CD4Tnaive,MAPKAPK2,V4b,1,1
Unstim_CD8Tcm_STAT3_V4b,Unstim,CD8Tcm,STAT3,V4b,1,1
Unstim_Th1_STAT1_V4b,Unstim,Th1,STAT1,V4b,1,1
Unstim_CD4Trm_CREB_V5,Unstim,CD4Trm,CREB,V5,1,1
Unstim_CD8Trm_CREB_V5,Unstim,CD8Trm,CREB,V5,1,1
Unstim_Eosino_STAT3_V5,Unstim,Eosino,STAT3,V5,1,1
Unstim_intMC_MAPKAPK2_V5,Unstim,intMC,MAPKAPK2,V5,1,1
Unstim_MDSC_MAPKAPK2_V5,Unstim,MDSC,MAPKAPK2,V5,1,1
Unstim_ncMC_ERK_V5,Unstim,ncMC,ERK,V5,1,1
Unstim_ncMC_STAT5_V5,Unstim,ncMC,STAT5,V5,1,1
